Upload Plant Image,Detection Result,timestamp
.gradio\flagged\Upload Plant Image\f4996aea40fec26a04c4\APAS_image 1.jpg,.gradio\flagged\Detection Result\2b5889407287df38c5b2\image.webp,2025-06-25 18:34:51.948103
